@relation banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}
@inputs At1, At2
@outputs Class
@data
-0.77, 0.364, 1.0
-0.871, -0.825, 1.0
1.28, 0.691, -1.0
1.13, 0.405, -1.0
-1.41, 0.894, -1.0
0.0284, 1.62, -1.0
0.396, -0.606, 1.0
-0.439, -0.961, -1.0
-0.0583, -1.15, -1.0
-0.209, 0.345, 1.0
1.26, -1.37, 1.0
-0.0536, 1.6, -1.0
-0.0269, 0.958, 1.0
-0.697, 1.35, -1.0
0.706, 1.38, 1.0
-0.833, -0.569, -1.0
-0.562, -0.873, -1.0
1.94, -0.65, -1.0
0.529, 0.133, -1.0
-0.62, -0.984, -1.0
1.06, -0.427, 1.0
-0.529, -0.357, 1.0
0.294, -1.5, -1.0
0.741, -1.2, 1.0
-0.0987, 0.966, 1.0
-0.753, -0.0615, 1.0
-1.04, -0.2, 1.0
-1.54, 0.685, -1.0
1.97, 0.99, 1.0
-0.63, 0.949, -1.0
0.122, -0.041, 1.0
-0.36, -1.28, -1.0
0.778, -0.694, 1.0
0.0345, -0.691, -1.0
-1.24, 1.0, -1.0
-0.112, -0.841, 1.0
-0.3, -1.04, -1.0
0.842, -1.41, 1.0
1.87, -0.239, -1.0
0.564, -1.13, 1.0
-1.58, -1.26, 1.0
1.49, -0.00779, -1.0
-0.562, -1.01, -1.0
-0.358, -1.02, -1.0
-0.337, -1.45, -1.0
0.0544, -1.59, -1.0
1.29, -1.43, 1.0
-0.206, -0.474, 1.0
-1.24, -0.352, 1.0
-1.39, -0.68, 1.0
1.06, 0.266, -1.0
1.73, 1.68, 1.0
0.569, 1.62, 1.0
-0.298, -1.26, -1.0
0.379, 1.36, -1.0
1.24, 0.554, -1.0
-0.513, 1.29, -1.0
-0.113, -0.197, 1.0
-0.395, -0.756, -1.0
1.46, -0.417, 1.0
-1.58, -0.842, 1.0
-0.52, 1.2, -1.0
1.52, -0.0653, -1.0
1.18, 0.392, -1.0
-0.324, -1.03, -1.0
1.03, 0.548, -1.0
0.805, -0.237, 1.0
-1.04, 1.19, -1.0
0.707, 0.0524, 1.0
1.36, 0.258, -1.0
-1.38, -0.32, 1.0
-0.107, -1.5, -1.0
-0.413, -0.0275, 1.0
-0.803, -0.782, -1.0
-0.516, 0.831, 1.0
-1.12, 0.559, 1.0
2.43, 1.39, 1.0
0.743, -1.18, 1.0
-2.15, -0.858, 1.0
1.18, 0.585, -1.0
-0.00329, -0.0777, 1.0
-0.606, -0.997, -1.0
0.37, 0.312, 1.0
0.996, 0.225, -1.0
0.902, -1.08, 1.0
0.15, 1.3, -1.0
1.52, 0.409, -1.0
-1.29, 0.511, -1.0
-0.623, 1.24, -1.0
1.39, -0.872, 1.0
-0.046, 1.51, -1.0
-0.109, -0.884, -1.0
-0.43, -0.722, -1.0
1.2, -0.598, 1.0
-0.567, -1.14, -1.0
1.01, -0.743, 1.0
-0.249, 0.0234, 1.0
-0.497, 1.07, -1.0
0.552, 2.05, -1.0
-1.21, -0.934, -1.0
-0.235, -0.617, 1.0
0.284, 2.37, -1.0
-0.424, 2.01, -1.0
-0.347, -1.5, -1.0
1.66, 1.42, 1.0
0.00564, -1.14, -1.0
-0.106, -0.933, -1.0
-0.314, -0.984, -1.0
-0.104, -1.09, -1.0
-0.724, -1.48, -1.0
-1.52, 0.388, -1.0
-0.366, -0.882, -1.0
-1.22, 0.831, -1.0
-0.609, -0.917, -1.0
-0.152, -0.669, -1.0
1.85, 1.38, 1.0
0.546, -0.195, 1.0
-1.07, -1.11, 1.0
-0.262, -1.2, -1.0
-1.43, 0.707, -1.0
0.486, 0.245, 1.0
-0.292, -1.32, -1.0
-0.122, -0.0671, 1.0
-0.155, 1.29, -1.0
1.18, 0.0819, -1.0
-0.917, -0.863, -1.0
1.18, -0.0513, -1.0
1.18, -0.0335, -1.0
0.642, 0.909, -1.0
0.663, 1.7, -1.0
0.0329, 1.88, -1.0
2.17, 1.45, 1.0
-1.95, -0.9, 1.0
-0.377, -0.973, -1.0
0.157, -0.934, -1.0
0.584, -0.212, 1.0
-1.22, 1.12, -1.0
0.48, -1.15, -1.0
-0.577, 0.206, 1.0
0.595, 1.02, -1.0
1.93, 1.34, 1.0
-1.58, 0.456, -1.0
-0.656, -0.334, 1.0
-1.15, 0.771, -1.0
2.36, 1.33, 1.0
-0.859, 0.885, -1.0
-1.51, -0.593, 1.0
-0.341, 0.169, 1.0
-0.0866, -1.37, -1.0
0.637, 0.00536, 1.0
0.553, -0.817, 1.0
-0.532, -0.179, 1.0
-0.717, -1.03, -1.0
-0.71, 0.465, 1.0
-0.707, -0.378, 1.0
-0.712, -1.1, -1.0
-0.806, 0.575, 1.0
0.222, 0.214, 1.0
0.066, -1.23, -1.0
-1.15, 0.729, -1.0
0.854, 1.15, -1.0
-1.2, 0.659, -1.0
-0.547, 1.71, -1.0
1.29, 0.525, -1.0
0.428, -1.43, -1.0
-0.807, 0.992, -1.0
-0.596, -1.33, -1.0
-1.12, 1.1, -1.0
-0.79, -0.823, -1.0
-0.777, -1.33, -1.0
0.523, 1.05, -1.0
1.08, -1.83, 1.0
2.12, 1.07, 1.0
0.139, -0.803, 1.0
-2.41, 0.26, -1.0
0.391, -0.0901, 1.0
-1.51, -1.16, 1.0
1.23, -0.0997, -1.0
0.0179, -1.01, -1.0
1.68, -0.472, -1.0
-0.141, -0.119, 1.0
-1.49, 0.744, -1.0
0.856, -1.11, 1.0
0.532, -0.0431, 1.0
0.395, 1.35, 1.0
-1.82, -0.847, 1.0
0.306, -0.161, 1.0
-0.0529, -0.0168, 1.0
1.44, 0.0946, -1.0
2.06, -0.893, -1.0
-0.381, -0.959, -1.0
-1.02, 0.883, -1.0
0.833, -0.0565, 1.0
-1.14, -0.245, 1.0
-1.81, -0.543, 1.0
0.246, -0.767, -1.0
-0.139, -1.27, -1.0
-1.6, -0.541, 1.0
1.01, 1.57, 1.0
-0.223, 1.04, -1.0
-0.573, -0.88, -1.0
-1.4, 1.19, -1.0
0.855, -0.265, 1.0
1.04, -0.24, 1.0
0.133, 2.05, -1.0
-0.617, -0.792, -1.0
-0.717, 1.23, -1.0
0.447, 0.92, -1.0
-0.968, -0.226, 1.0
-0.0999, 1.97, 1.0
0.353, 1.58, -1.0
0.907, 0.191, -1.0
0.0413, 0.345, 1.0
-1.63, 0.293, -1.0
-0.779, -1.2, -1.0
-0.546, 0.442, 1.0
0.932, 1.43, 1.0
0.88, 0.275, -1.0
1.8, 1.53, 1.0
0.316, 1.43, 1.0
2.43, 0.869, 1.0
1.07, 0.438, -1.0
0.0604, 1.64, -1.0
-0.838, -1.17, -1.0
-0.119, 2.06, 1.0
-0.107, -0.232, 1.0
-1.43, 1.25, -1.0
-1.3, -0.829, 1.0
0.0984, 0.629, 1.0
0.812, -0.15, 1.0
0.553, -0.159, 1.0
1.46, 0.0665, -1.0
-0.103, 0.0369, 1.0
-0.765, -1.13, -1.0
1.03, -0.0835, -1.0
-0.956, -0.77, -1.0
-0.0958, -1.66, -1.0
-0.821, -0.855, 1.0
1.15, -1.69, 1.0
0.676, 0.892, -1.0
-1.28, 0.72, -1.0
0.448, 0.71, -1.0
0.328, 0.553, -1.0
-0.372, 1.54, -1.0
0.417, 0.348, 1.0
1.71, -0.289, -1.0
-1.02, -0.469, 1.0
-0.299, -1.4, -1.0
0.108, -0.769, -1.0
1.2, 0.286, -1.0
-0.878, 0.659, -1.0
0.961, 0.454, -1.0
0.0647, -1.22, -1.0
-0.394, 1.6, -1.0
0.867, -1.19, 1.0
-0.625, 1.65, -1.0
-0.903, -0.988, -1.0
1.1, -0.374, 1.0
0.19, 0.969, 1.0
1.38, -0.244, -1.0
