@relation ionosphere
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class {g, b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, b
1, 1.0, 0.084, 1.0, 0.174, 1.0, -0.133, 0.982, 0.645, 1.0, 0.479, 1.0, 0.591, 1.0, 0.708, 1.0, 0.828, 1.0, 0.951, 1.0, 1.0, 0.98, 1.0, 0.916, 1.0, 0.839, 1.0, 0.748, 1.0, 0.644, 1.0, 0.525, 1.0, g
0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -0.375, -1.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 0.0, 0.0, 0.0, b
1, 0.841, -0.184, 0.436, 0.029, 0.934, -0.0030, 0.879, 0.138, 0.811, -0.018, 0.886, 0.55, 0.917, -0.575, 0.75, -0.295, 0.867, -0.201, 1.0, 1.0, 0.466, -0.163, 0.901, -0.028, 0.934, -0.012, 0.616, -0.323, 0.845, -0.257, 0.933, -0.014, g
0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, b
1, 1.0, -0.066, 1.0, 0.629, 1.0, 0.096, 1.0, 0.203, 1.0, -1.0, 1.0, -0.406, 1.0, -0.159, 1.0, 0.049, 1.0, -0.615, 1.0, -0.266, 1.0, -1.0, 1.0, -0.58, 1.0, -0.814, 1.0, -1.0, 1.0, -0.786, 1.0, -0.483, g
1, 0.792, 0.169, 0.0, 0.0, 0.565, 0.069, 0.395, 1.0, 0.384, 0.996, -0.024, 0.532, 0.237, 0.129, -0.027, 0.951, -0.51, 0.849, -0.102, 0.388, -0.426, 0.237, -0.916, 0.807, -0.341, 0.882, -1.0, 0.694, -1.0, 0.129, 0.0, 0.0, b
1, 0.977, 0.19, 0.827, 0.463, 0.718, 0.587, 0.48, 0.843, 0.314, 0.926, 0.103, 0.939, -0.133, 0.843, -0.32, 0.916, -0.521, 0.795, -0.683, 0.495, -0.774, 0.335, -0.854, 0.178, -0.833, -0.014, -0.824, -0.193, -0.673, -0.337, -0.599, -0.497, g
1, 0.659, -0.629, 0.0, 0.0, 0.0, 0.0, 0.773, 1.0, 1.0, -0.28, 0.0, 0.0, 0.0, 0.0, 0.621, -0.227, 0.841, -1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, -0.939, -0.129, -0.932, 0.0, 0.0, 0.0, 0.0, b
1, 0.42, -0.61, 0.0, 0.0, 1.0, -1.0, 0.9, 1.0, 0.43, 0.64, 0.0, 0.0, 0.0, 0.0, 0.67, -0.29, 0.84, -1.0, 0.0, 0.0, 0.0, 0.0, 0.21, 0.68, 1.0, 0.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, b
1, 0.436, -0.127, 0.582, -0.145, 0.182, -0.673, 0.345, -0.036, 0.291, -0.055, 0.291, 0.291, 0.364, -0.418, 0.2, -0.018, 0.364, 0.055, 0.127, 0.491, 0.618, 0.164, 0.327, 0.164, 0.411, -0.07, 0.345, -0.055, 0.127, -0.364, 0.291, -0.291, b
1, 0.952, 0.066, 0.936, 0.13, 0.91, 0.192, 0.849, -0.5, 0.9, 0.613, 0.779, 0.343, 0.723, 0.38, 0.661, 0.408, 0.955, 0.599, 0.533, 0.441, 0.468, 0.445, 0.404, 0.442, 0.344, 0.432, 0.903, 1.0, 0.234, 0.396, 0.186, 0.372, g
1, 1.0, -0.378, 0.649, 0.297, 0.649, -0.243, 0.865, 0.189, 1.0, -0.27, 0.514, 0.0, 0.622, -0.054, 0.324, -0.216, 0.718, -0.177, 0.622, 0.054, 0.757, 0.135, 0.351, -0.297, 0.61, -0.222, 0.585, -0.23, 0.73, -0.595, 0.514, -0.243, g
1, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, b
1, 1.0, 0.241, 0.998, 0.0040, 0.802, -0.301, 0.899, -0.235, 0.706, -0.241, 0.739, -0.305, 0.715, -0.361, 0.472, -0.612, 0.405, -0.551, 0.61, -0.393, 0.532, -0.327, 0.24, -0.521, 0.292, -0.484, 0.128, -0.391, 0.157, -0.513, 0.184, -0.466, g
1, 0.842, 0.435, 0.5, 0.762, 0.099, 0.935, -0.378, 0.882, -0.724, 0.612, -0.939, 0.194, -0.867, -0.255, -0.629, -0.656, -0.251, -0.857, 0.162, -0.865, 0.515, -0.669, 0.749, -0.289, 0.779, 0.079, 0.641, 0.428, 0.314, 0.624, -0.0040, 0.694, g
1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.85, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, -0.6, -1.0, 1.0, 1.0, -1.0, -0.2, 1.0, -1.0, 0.0, 1.0, 0.0, 0.0, b
1, 1.0, 0.091, 0.955, -0.091, 0.773, 0.0, 1.0, 0.0, 0.955, 0.0, 1.0, 0.045, 0.909, -0.045, 1.0, 0.0, 1.0, 0.0, 0.864, 0.091, 0.773, 0.091, 0.909, 0.045, 0.915, 0.029, 0.955, 0.091, 0.864, -0.091, 0.864, 0.045, g
1, 0.455, 0.091, 0.636, 0.091, 0.273, 0.182, 0.636, 0.0, 0.364, -0.091, 0.455, -0.091, 0.486, -0.013, 0.636, -0.182, 0.455, 0.0, 0.364, -0.091, 0.273, 0.182, 0.364, -0.091, 0.344, -0.018, 0.273, 0.0, 0.364, 0.0, 0.29, -0.018, g
1, 0.946, 0.0090, 0.973, -0.0030, 0.989, 0.0040, 0.958, 0.016, 0.941, 0.035, 0.972, 0.047, 0.986, 0.019, 0.943, 0.071, 0.986, -0.0070, 0.978, 0.05, 0.964, 0.071, 0.933, 0.081, 0.952, 0.044, 0.975, 0.0080, 0.978, 0.071, 1.0, -0.0030, g
1, 0.064, -0.153, -0.044, 0.059, 0.084, -0.025, -0.015, 0.187, 0.064, 0.0, 0.123, -0.099, 0.059, 0.0, 0.02, -0.03, -0.128, -0.207, 0.069, 0.015, 0.069, 0.03, 0.079, 0.163, 0.281, -0.049, -0.059, -0.094, 0.044, 0.054, 0.074, -0.108, b
1, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, -1.0, -1.0, 0.0, 0.0, 1.0, -0.111, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, b
