@relation ionosphere
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class {g, b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 0.023, -0.0060, -0.099, -0.119, -0.0080, -0.118, 0.147, 0.066, 0.038, -0.063, 0.0, 0.0, -0.046, -0.155, -0.0030, -0.102, -0.116, -0.054, 0.018, 0.037, 0.015, 0.0090, 0.035, -0.015, -0.032, 0.092, -0.079, 0.0070, 0.0, 0.0, -0.0, 0.12, b
1, 0.964, -0.072, 1.0, -0.143, 1.0, -0.213, 1.0, -0.362, 0.926, -0.436, 0.945, -0.407, 0.904, -0.464, 0.983, -0.353, 0.845, -0.66, 0.753, -0.606, 0.696, -0.642, 0.851, -0.654, 0.576, -0.697, 0.254, -0.639, 0.451, -0.728, 0.389, -0.734, g
0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, -1.0, -0.719, 1.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 0.562, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, b
0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 0.656, 0.0, 0.0, 1.0, -1.0, b
1, 0.923, 0.078, 0.927, 0.163, 0.897, 0.246, 0.841, 0.352, 0.788, 0.422, 0.707, 0.47, 0.708, 0.565, 0.605, 0.642, 0.512, 0.649, 0.399, 0.67, 0.342, 0.683, 0.237, 0.761, 0.188, 0.739, 0.097, 0.71, 0.027, 0.771, -0.04, 0.695, g
1, 0.392, -0.063, 0.975, 0.043, 1.0, 1.0, 0.358, 0.153, 0.545, 0.131, 0.616, -0.821, 0.578, 0.679, 0.668, -0.104, 0.466, -0.116, 0.656, 0.148, 0.832, 0.455, 0.47, 0.164, 0.493, 0.146, 0.325, -0.026, 0.391, 0.135, 0.344, 0.128, b
1, 0.846, -0.086, -0.317, -0.806, -0.09, -0.564, 0.806, 0.046, 0.895, -0.0080, -0.185, 0.64, -0.2, -0.681, 0.857, -0.113, 0.78, -0.157, -0.07, 0.508, -0.341, 0.809, 0.789, -0.037, 0.709, -0.253, 0.779, -0.141, -0.214, -0.782, -0.185, -0.599, b
1, 0.738, 0.833, -0.762, -0.238, 0.333, -0.143, 0.452, -0.143, -0.673, 0.128, 0.333, 0.0, 0.286, -0.071, -0.382, 0.512, 0.238, 0.024, 0.452, 0.048, 0.167, -0.262, -0.573, -0.102, 0.249, -0.511, 1.0, 0.0, -0.667, -0.048, 0.262, 0.024, b
1, 1.0, -0.055, 1.0, -1.0, 0.5, -0.111, 0.361, -0.222, 1.0, -0.257, 0.167, -0.111, 1.0, -0.347, 1.0, -0.389, 1.0, -0.429, 0.0, -0.25, 1.0, -0.503, 1.0, -0.278, 1.0, -0.571, 1.0, -0.278, 1.0, -0.632, 1.0, -0.659, b
1, 1.0, -0.011, 1.0, -0.027, 1.0, -0.065, 0.951, -0.016, 0.989, -0.032, 0.989, 0.086, 1.0, -0.065, 0.951, 0.092, 0.978, -0.0050, 1.0, 0.065, 1.0, 0.043, 0.978, 0.092, 0.986, 0.013, 1.0, -0.032, 1.0, 0.027, 1.0, -0.07, g
