@relation ionosphere
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class {g, b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 0.976, -0.106, 0.946, -0.208, 0.928, -0.284, 0.86, -0.273, 0.798, -0.479, 0.782, -0.508, 0.746, -0.614, 0.579, -0.681, 0.379, -0.736, 0.363, -0.766, 0.319, -0.798, 0.228, -0.816, 0.137, -0.825, 0.046, -0.824, -0.043, -0.813, -0.138, -0.81, g
1, -0.019, -0.085, 0.0, 0.0, 0.0, 0.0, 0.115, -0.268, -0.457, -0.382, 0.0, 0.0, -0.337, 0.386, -0.371, 0.15, 0.637, 0.221, 0.0, 0.0, 0.0, 0.0, -0.148, -0.013, 0.206, -0.023, 0.0, 0.0, 0.166, 0.241, -0.082, 0.381, b
1, 1.0, -0.163, 1.0, -0.102, 1.0, -0.152, 1.0, -0.193, 0.941, -0.352, 0.957, -0.298, 0.937, -0.344, 0.945, -0.281, 0.901, -0.434, 0.86, -0.473, 0.83, -0.512, 0.841, -0.471, 0.762, -0.584, 0.657, -0.688, 0.687, -0.645, 0.647, -0.672, g
1, 1.0, 0.074, 1.0, 0.034, 1.0, -0.056, 1.0, 0.088, 1.0, 0.197, 1.0, 0.203, 1.0, 0.128, 1.0, 0.106, 1.0, 0.271, 1.0, 0.448, 1.0, 0.418, 1.0, 0.2, 1.0, 0.367, 0.956, 0.486, 1.0, 0.325, 1.0, 0.467, g
0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, b
1, 0.982, 0.0090, 0.981, -0.038, 0.976, -0.057, 0.959, -0.07, 0.99, -0.045, 0.947, -0.111, 0.934, -0.128, 0.942, -0.116, 0.797, -0.192, 0.883, -0.174, 0.863, -0.187, 0.885, -0.197, 0.818, -0.211, 0.785, -0.239, 0.769, -0.231, 0.743, -0.239, g
0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 1.0, 1.0, -1.0, -0.188, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, -1.0, -1.0, b
0, 1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -0.75, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 0.0, 0.0, 1.0, -1.0, b
0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, -1.0, 1.0, b
1, -1.0, -1.0, 0.0, 0.0, 0.508, -0.785, 0.606, 0.329, -1.0, -0.414, 0.0, 0.0, 0.0, 0.0, 1.0, -0.267, 0.365, -0.635, 0.971, -1.0, -1.0, -1.0, 1.0, -0.596, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 0.0, 0.0, b
