@relation ionosphere
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class {g, b}
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 0.995, -0.059, 0.852, 0.023, 0.834, -0.377, 1.0, 0.038, 0.852, -0.178, 0.598, -0.449, 0.605, -0.382, 0.844, -0.385, 0.582, -0.322, 0.57, -0.297, 0.369, -0.474, 0.568, -0.512, 0.411, -0.462, 0.213, -0.341, 0.423, -0.545, 0.186, -0.453, g
1, 0.671, 0.025, 0.666, 0.05, 0.572, 0.188, 0.088, 0.341, 0.636, 0.121, 0.621, 0.143, 0.786, 0.11, 0.584, 0.182, 0.144, 0.412, 0.539, 0.213, 0.514, 0.226, 0.488, 0.237, 0.462, 0.246, 0.434, 0.253, 0.407, 0.258, 1.0, 0.33, g
1, 1.0, -0.0060, 1.0, -0.098, 1.0, -0.076, 1.0, -0.106, 1.0, -0.111, 1.0, -0.395, 1.0, -0.156, 0.921, -0.319, 0.865, -0.345, 0.917, -0.441, 0.961, -0.469, 0.819, -0.404, 0.827, -0.422, 0.758, -0.382, 0.804, -0.406, 0.744, -0.45, g
1, 1.0, -0.062, 1.0, 0.029, 1.0, -0.051, 1.0, -0.017, 1.0, -0.117, 0.845, -0.052, 0.934, -0.066, 0.692, -0.074, 0.657, -0.204, 0.949, -0.316, 0.809, -0.317, 0.849, -0.348, 0.725, -0.292, 0.731, -0.386, 0.544, -0.263, 0.642, -0.395, g
0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 0.0, 0.0, 1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, b
1, 1.0, -0.159, 0.723, 0.277, 0.834, -0.584, 1.0, -0.282, 1.0, -0.499, 0.8, -0.125, 0.768, 0.146, 1.0, 0.393, 1.0, 0.266, 0.964, -0.019, 0.926, -0.913, 1.0, 0.148, 1.0, -0.116, 1.0, -0.111, 1.0, 0.534, 1.0, -0.578, g
1, 1.0, 0.025, 0.997, 0.049, 0.975, 0.071, 0.617, -1.0, 0.91, 0.111, 0.885, 0.536, 0.821, 0.141, 0.769, 0.152, 1.0, 0.41, 0.658, 0.164, 0.601, 0.165, 0.544, 0.164, 0.489, 0.16, 0.435, 0.154, 0.384, 0.147, 1.0, 1.0, b
0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, b
1, 0.675, 0.045, 0.77, -0.106, 0.774, 0.038, 0.66, -0.045, 0.645, 0.011, 0.668, -0.14, 0.721, -0.023, 0.77, 0.087, 0.619, -0.079, 0.758, -0.238, 0.74, -0.147, 0.849, -0.151, 0.739, -0.058, 0.668, 0.023, 0.864, 0.038, 0.732, 0.0080, g
1, 1.0, -1.0, 0.0, 0.0, 0.779, -0.993, 0.809, 0.551, -0.419, -0.949, 0.0, 0.0, 0.0, 0.0, 0.721, -0.772, 0.735, -0.603, 0.0, 0.0, 0.184, -1.0, -1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 0.0, 0.0, b
