@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
0, 2042.0, 105.0, 1, 14, 8, 0.0, 0, 0, 0, 1, 2, 154, 33, 0
1, 5233.0, 1375.0, 1, 8, 8, 946.0, 1, 0, 0, 1, 2, 200, 101, 0
1, 25.0, 125.0, 2, 6, 4, 3.0, 1, 0, 0, 1, 1, 20, 1, 1
1, 6333.0, 54.0, 2, 8, 4, 585.0, 1, 1, 3, 1, 2, 180, 1, 0
0, 295.0, 2.0, 1, 10, 8, 2.0, 0, 0, 0, 0, 2, 256, 18, 0
0, 3733.0, 25.0, 2, 3, 8, 21.0, 0, 0, 0, 0, 2, 260, 247, 0
1, 425.0, 4915.0, 1, 9, 4, 3165.0, 1, 0, 0, 1, 2, 52, 1443, 1
0, 4083.0, 35.0, 2, 3, 5, 5.0, 0, 0, 0, 0, 1, 1160, 1, 0
1, 2942.0, 125.0, 2, 9, 4, 175.0, 0, 0, 0, 0, 2, 200, 1, 0
0, 3217.0, 146.0, 2, 9, 4, 1085.0, 1, 1, 16, 0, 2, 120, 2080, 1
0, 3517.0, 375.0, 2, 1, 1, 0.0, 0, 1, 6, 0, 2, 0, 201, 0
1, 2342.0, 1.0, 2, 8, 4, 5.0, 0, 0, 0, 1, 1, 280, 1, 0
1, 2775.0, 129.0, 2, 4, 8, 25.0, 0, 0, 0, 1, 1, 140, 1, 0
1, 2867.0, 145.0, 2, 2, 4, 125.0, 0, 0, 0, 0, 2, 0, 287, 0
0, 3892.0, 1665.0, 2, 6, 4, 25.0, 0, 0, 0, 0, 2, 0, 391, 0
1, 3867.0, 21.0, 2, 4, 4, 85.0, 1, 0, 0, 1, 2, 280, 1, 1
0, 25.0, 875.0, 2, 14, 8, 104.0, 1, 0, 0, 1, 2, 160, 5861, 1
0, 3833.0, 4415.0, 2, 8, 4, 125.0, 0, 0, 0, 0, 2, 160, 1, 0
1, 6408.0, 20.0, 2, 14, 8, 175.0, 1, 1, 9, 1, 2, 0, 1001, 1
1, 18.0, 165.0, 2, 11, 7, 21.0, 0, 0, 0, 0, 2, 200, 41, 1
1, 625.0, 1275.0, 1, 8, 8, 5.0, 1, 0, 0, 0, 2, 112, 1, 0
0, 235.0, 9.0, 2, 11, 4, 85.0, 1, 1, 5, 1, 2, 120, 1, 1
0, 5683.0, 425.0, 1, 1, 1, 5.0, 0, 0, 0, 1, 2, 0, 5, 0
1, 4117.0, 404.0, 2, 13, 8, 7.0, 1, 1, 8, 0, 2, 320, 1, 1
0, 1875.0, 75.0, 2, 11, 4, 271.0, 1, 1, 5, 0, 2, 184, 26727, 1
0, 2283.0, 229.0, 2, 11, 8, 229.0, 1, 1, 7, 1, 2, 140, 2385, 1
1, 4833.0, 12.0, 2, 7, 4, 16.0, 1, 0, 0, 0, 1, 110, 1, 1
1, 8025.0, 55.0, 2, 8, 4, 54.0, 1, 0, 0, 0, 2, 0, 341, 0
0, 1692.0, 5.0, 2, 3, 4, 165.0, 0, 1, 6, 1, 2, 240, 36, 0
1, 245.0, 13335.0, 1, 6, 4, 4.0, 0, 0, 0, 1, 2, 120, 476, 0
1, 6542.0, 11.0, 2, 10, 9, 20.0, 1, 1, 7, 1, 2, 22, 1, 1
0, 3675.0, 471.0, 2, 1, 1, 0.0, 0, 0, 0, 0, 2, 160, 1, 0
1, 3275.0, 2335.0, 2, 2, 8, 575.0, 0, 0, 0, 1, 2, 292, 1, 0
1, 2067.0, 529.0, 2, 11, 4, 375.0, 1, 1, 1, 0, 2, 160, 1, 0
1, 21.0, 479.0, 1, 9, 4, 225.0, 1, 1, 1, 1, 2, 80, 301, 1
0, 1883.0, 95.0, 2, 9, 4, 1625.0, 1, 1, 6, 1, 2, 40, 601, 1
0, 4117.0, 65.0, 2, 11, 4, 5.0, 1, 1, 3, 1, 2, 145, 1, 1
1, 2517.0, 6.0, 2, 8, 4, 1.0, 1, 1, 3, 0, 2, 0, 1, 1
0, 2558.0, 0.0, 2, 8, 4, 0.0, 0, 0, 0, 0, 3, 184, 1, 1
1, 1883.0, 0.0, 2, 11, 4, 665.0, 0, 0, 0, 0, 2, 160, 2, 0
0, 565.0, 16.0, 2, 5, 1, 0.0, 1, 1, 15, 0, 2, 0, 248, 1
0, 3058.0, 10665.0, 2, 11, 8, 85.0, 0, 1, 12, 1, 2, 129, 4, 0
1, 2783.0, 154.0, 2, 9, 4, 375.0, 1, 1, 5, 1, 2, 100, 4, 1
1, 1608.0, 75.0, 2, 8, 4, 175.0, 1, 1, 5, 1, 2, 352, 691, 1
1, 3008.0, 104.0, 1, 3, 5, 5.0, 1, 1, 10, 1, 2, 132, 29, 0
