@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
1, 1742.0, 65.0, 2, 3.0, 4.0, 125.0, 0, 0, 0.0, 0, 2, 60.0, 101.0, 0
1, 4808.0, 604.0, 2, 4.0, 4.0, 4.0, 0, 0, 0.0, 0, 2, 0.0, 2691.0, 1
0, 1892.0, 9.0, 2, 6.0, 4.0, 75.0, 1, 1, 2.0, 0, 2, 88.0, 592.0, 1
0, 1917.0, 585.0, 1, 6.0, 4.0, 585.0, 1, 0, 0.0, 1, 2, 160.0, 1.0, 0
1, 4158.0, 175.0, 2, 4.0, 4.0, 21.0, 1, 0, 0.0, 0, 2, 160.0, 1.0, 0
1, 225.0, 125.0, 1, 4.0, 4.0, 125.0, 0, 0, 0.0, 0, 2, 200.0, 71.0, 0
1, 3317.0, 304.0, 1, 8.0, 8.0, 204.0, 1, 1, 1.0, 1, 2, 180.0, 18028.0, 1
1, 7483.0, 19.0, 1, 1.0, 1.0, 4.0, 0, 1, 2.0, 0, 2, 0.0, 352.0, 0
0, 4742.0, 3.0, 2, 14.0, 4.0, 13875.0, 1, 1, 2.0, 1, 2, 519.0, 1705.0, 1
0, 2075.0, 1025.0, 2, 11.0, 4.0, 71.0, 1, 1, 2.0, 1, 2, 49.0, 1.0, 1
0, 245.0, 175.0, 1, 8.0, 4.0, 165.0, 0, 0, 0.0, 0, 2, 132.0, 1.0, 0
1, 1617.0, 4.0, 2, 8.0, 4.0, 4.0, 0, 0, 0.0, 0, 2, 0.0, 1.0, 1
1, 40.0, 65.0, 2, 6.0, 5.0, 35.0, 1, 1, 1.0, 0, 2, 0.0, 501.0, 1
1, 4317.0, 5.0, 2, 3.0, 5.0, 225.0, 0, 0, 0.0, 1, 2, 141.0, 1.0, 0
1, 185.0, 2.0, 2, 3.0, 4.0, 15.0, 1, 1, 2.0, 0, 2, 120.0, 301.0, 1
0, 245.0, 5.0, 2, 11.0, 8.0, 15.0, 1, 0, 0.0, 0, 2, 280.0, 825.0, 1
1, 42.0, 979.0, 2, 14.0, 8.0, 796.0, 1, 1, 8.0, 0, 2, 0.0, 1.0, 1
0, 195.0, 165.0, 2, 11.0, 4.0, 4.0, 0, 0, 0.0, 1, 2, 380.0, 1.0, 0
1, 215.0, 115.0, 2, 3.0, 4.0, 5.0, 1, 0, 0.0, 1, 2, 100.0, 69.0, 0
1, 2308.0, 0.0, 2, 4.0, 4.0, 1.0, 0, 1, 11.0, 0, 1, 0.0, 1.0, 0
1, 2517.0, 35.0, 2, 13.0, 4.0, 625.0, 1, 1, 7.0, 0, 2, 0.0, 7060.0, 1
0, 47.0, 13.0, 2, 3.0, 5.0, 5165.0, 1, 1, 9.0, 1, 2, 0.0, 1.0, 1
1, 3417.0, 525.0, 2, 9.0, 4.0, 85.0, 0, 0, 0.0, 1, 2, 290.0, 7.0, 1
1, 4275.0, 4085.0, 2, 6.0, 4.0, 4.0, 0, 0, 0.0, 0, 2, 108.0, 101.0, 0
