@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
0, 2167.0, 115.0, 1, 5.0, 3.0, 0.0, 1, 1, 11.0, 1, 2, 0.0, 1.0, 1
0, 5575.0, 708.0, 2, 4.0, 8.0, 675.0, 1, 1, 3.0, 1, 2, 100.0, 51.0, 0
1, 3492.0, 5.0, 2, 14.0, 8.0, 75.0, 1, 1, 6.0, 1, 2, 0.0, 1001.0, 1
1, 4117.0, 1335.0, 2, 2.0, 4.0, 165.0, 0, 0, 0.0, 0, 2, 168.0, 1.0, 0
1, 3958.0, 13915.0, 2, 9.0, 4.0, 8625.0, 1, 1, 6.0, 1, 2, 70.0, 1.0, 1
1, 2317.0, 0.0, 2, 13.0, 4.0, 85.0, 1, 0, 0.0, 0, 2, 0.0, 1.0, 1
1, 2675.0, 1125.0, 2, 14.0, 8.0, 125.0, 1, 0, 0.0, 0, 2, 0.0, 5299.0, 1
1, 2375.0, 415.0, 1, 8.0, 4.0, 4.0, 0, 1, 2.0, 0, 2, 128.0, 7.0, 0
1, 5675.0, 1225.0, 2, 7.0, 4.0, 125.0, 1, 1, 4.0, 1, 2, 200.0, 1.0, 1
1, 3125.0, 2835.0, 2, 1.0, 1.0, 0.0, 0, 1, 5.0, 0, 2, 176.0, 147.0, 0
1, 2725.0, 1585.0, 2, 13.0, 8.0, 1835.0, 1, 1, 12.0, 1, 2, 583.0, 714.0, 1
0, 3042.0, 1375.0, 2, 9.0, 8.0, 4.0, 0, 1, 3.0, 0, 2, 0.0, 34.0, 0
0, 1817.0, 10.0, 1, 11.0, 8.0, 165.0, 0, 0, 0.0, 0, 2, 340.0, 1.0, 0
1, 3233.0, 25.0, 2, 8.0, 4.0, 125.0, 0, 0, 0.0, 1, 2, 280.0, 1.0, 0
1, 3408.0, 8.0, 1, 7.0, 5.0, 4.0, 1, 1, 1.0, 1, 2, 280.0, 2001.0, 1
1, 4875.0, 85.0, 2, 8.0, 8.0, 125.0, 1, 1, 9.0, 0, 2, 181.0, 1656.0, 1
0, 3125.0, 375.0, 2, 13.0, 8.0, 625.0, 1, 1, 9.0, 1, 2, 181.0, 1.0, 1
1, 21.0, 3.0, 1, 2.0, 4.0, 1085.0, 1, 1, 8.0, 1, 2, 160.0, 2.0, 1
1, 2575.0, 5.0, 2, 8.0, 4.0, 146.0, 1, 1, 5.0, 1, 2, 312.0, 1.0, 1
1, 1967.0, 10.0, 1, 4.0, 8.0, 835.0, 1, 0, 0.0, 1, 2, 140.0, 1.0, 0
0, 2225.0, 125.0, 1, 1.0, 1.0, 325.0, 0, 0, 0.0, 0, 2, 280.0, 1.0, 0
0, 165.0, 125.0, 2, 11.0, 4.0, 25.0, 0, 1, 1.0, 0, 2, 108.0, 99.0, 0
1, 7675.0, 2229.0, 2, 10.0, 9.0, 1275.0, 1, 1, 1.0, 1, 2, 0.0, 110.0, 1
0, 1592.0, 2875.0, 2, 11.0, 4.0, 85.0, 0, 0, 0.0, 0, 2, 120.0, 1.0, 0
1, 3483.0, 4.0, 2, 2.0, 5.0, 125.0, 1, 0, 0.0, 1, 2, 184.0, 1.0, 0
1, 1842.0, 10415.0, 1, 6.0, 4.0, 125.0, 1, 0, 0.0, 0, 2, 120.0, 376.0, 0
0, 5333.0, 165.0, 2, 1.0, 1.0, 0.0, 0, 0, 0.0, 1, 1, 62.0, 28.0, 0
0, 3375.0, 75.0, 2, 4.0, 5.0, 1.0, 1, 1, 3.0, 1, 2, 212.0, 1.0, 0
1, 2333.0, 11625.0, 1, 9.0, 4.0, 835.0, 1, 0, 0.0, 1, 2, 160.0, 301.0, 1
1, 1725.0, 3.0, 2, 4.0, 4.0, 4.0, 0, 0, 0.0, 1, 2, 160.0, 41.0, 0
1, 3458.0, 0.0, 2, 8.0, 4.0, 0.0, 0, 0, 0.0, 0, 3, 184.0, 1.0, 0
1, 25.0, 12.0, 2, 4.0, 4.0, 225.0, 1, 1, 2.0, 1, 2, 120.0, 6.0, 0
0, 2658.0, 254.0, 1, 1.0, 1.0, 0.0, 0, 0, 0.0, 1, 2, 180.0, 61.0, 0
0, 3308.0, 4625.0, 2, 11.0, 8.0, 1625.0, 1, 1, 2.0, 0, 2, 0.0, 1.0, 1
1, 2958.0, 475.0, 2, 7.0, 4.0, 2.0, 0, 1, 1.0, 1, 2, 460.0, 69.0, 0
0, 2808.0, 15.0, 1, 10.0, 9.0, 0.0, 1, 0, 0.0, 0, 2, 0.0, 13213.0, 1
1, 2925.0, 13.0, 2, 2.0, 8.0, 5.0, 0, 0, 0.0, 0, 2, 228.0, 1.0, 0
1, 2408.0, 9.0, 2, 6.0, 4.0, 25.0, 0, 0, 0.0, 1, 2, 0.0, 1.0, 0
1, 3475.0, 15.0, 2, 12.0, 7.0, 5375.0, 1, 1, 9.0, 1, 2, 0.0, 135.0, 1
1, 375.0, 1125.0, 1, 2.0, 4.0, 15.0, 0, 0, 0.0, 1, 2, 431.0, 1.0, 1
1, 2267.0, 105.0, 2, 11.0, 8.0, 1335.0, 1, 0, 0.0, 0, 2, 100.0, 1.0, 1
1, 3158.0, 75.0, 1, 6.0, 4.0, 35.0, 0, 0, 0.0, 1, 2, 320.0, 1.0, 0
0, 3192.0, 3125.0, 2, 1.0, 1.0, 304.0, 0, 1, 2.0, 1, 2, 200.0, 5.0, 0
1, 2483.0, 275.0, 2, 8.0, 4.0, 225.0, 1, 1, 6.0, 0, 2, 184.0, 601.0, 1
0, 3157.0, 15.0, 2, 1.0, 1.0, 0.0, 0, 1, 2.0, 1, 2, 200.0, 106.0, 0
0, 3858.0, 5.0, 2, 13.0, 4.0, 135.0, 1, 0, 0.0, 1, 2, 980.0, 1.0, 0
0, 5008.0, 1254.0, 2, 6.0, 4.0, 229.0, 1, 1, 3.0, 1, 2, 156.0, 1.0, 1
1, 1808.0, 55.0, 2, 4.0, 4.0, 5.0, 1, 0, 0.0, 0, 2, 80.0, 1.0, 1
1, 3667.0, 4415.0, 1, 4.0, 4.0, 25.0, 1, 1, 10.0, 1, 2, 320.0, 1.0, 1
0, 5192.0, 65.0, 2, 3.0, 5.0, 3085.0, 0, 0, 0.0, 1, 2, 73.0, 1.0, 0
0, 6092.0, 5.0, 2, 6.0, 4.0, 4.0, 1, 1, 4.0, 0, 2, 0.0, 100.0, 1
0, 4225.0, 175.0, 1, 8.0, 4.0, 0.0, 0, 0, 0.0, 1, 2, 150.0, 2.0, 0
