@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
0, 2958.0, 175.0, 1, 4, 4, 125.0, 0, 0, 0, 1, 2, 280, 1, 0
1, 2783.0, 1.0, 1, 2, 8, 3.0, 0, 0, 0, 0, 2, 176, 538, 0
1, 4283.0, 125.0, 2, 7, 4, 13875.0, 0, 1, 1, 1, 2, 352, 113, 0
0, 4775.0, 8.0, 2, 8, 4, 7875.0, 1, 1, 6, 1, 2, 0, 1261, 1
1, 2258.0, 15.0, 1, 6, 4, 54.0, 0, 0, 0, 1, 2, 120, 68, 0
1, 2108.0, 4125.0, 1, 3, 8, 4.0, 0, 0, 0, 0, 2, 140, 101, 0
1, 2558.0, 335.0, 2, 4, 8, 35.0, 0, 0, 0, 1, 2, 340, 1, 0
1, 2983.0, 35.0, 2, 8, 4, 165.0, 0, 0, 0, 0, 2, 216, 1, 0
1, 2217.0, 585.0, 1, 1, 1, 0.0, 0, 0, 0, 0, 2, 100, 1, 0
0, 1733.0, 95.0, 2, 6, 4, 175.0, 0, 1, 10, 1, 2, 0, 11, 0
0, 2042.0, 835.0, 2, 11, 4, 1585.0, 1, 1, 1, 0, 2, 0, 1, 1
1, 2767.0, 1375.0, 2, 9, 4, 575.0, 1, 0, 0, 1, 2, 487, 501, 1
1, 3825.0, 10125.0, 1, 4, 4, 125.0, 0, 0, 0, 0, 2, 160, 1, 0
0, 5708.0, 195.0, 2, 8, 4, 55.0, 1, 1, 7, 0, 2, 0, 3001, 1
1, 2458.0, 135.0, 1, 1, 1, 0.0, 0, 0, 0, 0, 2, 184, 1, 0
1, 1958.0, 585.0, 2, 1, 1, 0.0, 0, 1, 3, 0, 2, 350, 770, 0
0, 6867.0, 15.0, 2, 10, 9, 0.0, 1, 1, 14, 0, 2, 0, 3377, 1
0, 4742.0, 8.0, 2, 10, 5, 65.0, 1, 1, 6, 0, 2, 375, 51101, 1
0, 3308.0, 1625.0, 2, 2, 4, 54.0, 0, 0, 0, 1, 2, 0, 1, 0
1, 3525.0, 3165.0, 2, 14, 8, 375.0, 1, 0, 0, 1, 2, 680, 1, 0
1, 2625.0, 154.0, 2, 9, 4, 125.0, 0, 0, 0, 0, 2, 100, 1, 0
1, 2925.0, 1479.0, 2, 6, 4, 504.0, 1, 1, 5, 1, 2, 168, 1, 1
1, 1708.0, 25.0, 2, 11, 4, 335.0, 0, 1, 4, 0, 2, 160, 9, 0
0, 2533.0, 2085.0, 2, 8, 8, 275.0, 1, 0, 0, 1, 2, 360, 2, 0
0, 2475.0, 3.0, 2, 11, 8, 1835.0, 1, 1, 19, 0, 2, 0, 501, 1
1, 2417.0, 875.0, 2, 11, 4, 4625.0, 1, 1, 2, 1, 2, 520, 2001, 1
1, 3517.0, 25.0, 2, 4, 4, 45.0, 1, 1, 7, 0, 2, 150, 1271, 1
0, 4083.0, 10.0, 2, 11, 8, 175.0, 1, 0, 0, 0, 2, 29, 838, 1
1, 485.0, 425.0, 2, 7, 4, 125.0, 1, 0, 0, 1, 2, 225, 1, 1
0, 2508.0, 254.0, 1, 6, 4, 25.0, 1, 0, 0, 1, 2, 370, 1, 1
1, 2858.0, 3625.0, 2, 6, 4, 25.0, 0, 0, 0, 1, 2, 100, 1, 0
1, 2325.0, 1.0, 2, 8, 4, 835.0, 1, 0, 0, 0, 1, 300, 1, 1
0, 2008.0, 125.0, 2, 11, 4, 1.0, 0, 1, 1, 0, 2, 240, 769, 1
1, 3283.0, 25.0, 2, 13, 8, 275.0, 1, 1, 6, 0, 2, 160, 2073, 1
1, 3233.0, 75.0, 2, 10, 5, 1585.0, 1, 0, 0, 1, 1, 420, 1, 0
1, 1817.0, 246.0, 2, 8, 7, 96.0, 0, 1, 2, 1, 2, 160, 588, 0
0, 245.0, 1275.0, 2, 8, 5, 475.0, 1, 1, 2, 0, 2, 73, 445, 1
1, 3817.0, 10125.0, 2, 14, 4, 25.0, 1, 1, 6, 0, 2, 520, 197, 1
1, 2325.0, 4.0, 2, 8, 5, 25.0, 1, 0, 0, 1, 2, 160, 1, 1
1, 2358.0, 835.0, 2, 3, 8, 85.0, 0, 0, 0, 1, 2, 220, 6, 0
1, 2725.0, 625.0, 2, 6, 4, 455.0, 1, 0, 0, 1, 2, 200, 1, 0
1, 3992.0, 621.0, 2, 11, 4, 4.0, 1, 1, 1, 0, 2, 200, 301, 1
0, 30.0, 529.0, 2, 10, 2, 225.0, 1, 1, 5, 1, 2, 99, 501, 1
1, 4483.0, 7.0, 1, 8, 4, 1625.0, 0, 0, 0, 0, 2, 160, 3, 0
1, 1625.0, 0.0, 1, 6, 4, 25.0, 0, 0, 0, 0, 2, 60, 1, 0
0, 2292.0, 125.0, 2, 11, 4, 25.0, 0, 0, 0, 1, 2, 120, 810, 0
0, 2458.0, 67.0, 2, 6, 8, 175.0, 1, 0, 0, 0, 2, 400, 1, 0
1, 2317.0, 11125.0, 2, 14, 8, 46.0, 1, 1, 1, 0, 2, 100, 1, 1
1, 42.0, 205.0, 2, 3, 8, 5125.0, 1, 0, 0, 0, 2, 400, 1, 1
1, 2592.0, 875.0, 2, 4, 4, 375.0, 0, 1, 2, 1, 2, 174, 4, 0
0, 6517.0, 14.0, 2, 1, 1, 0.0, 1, 1, 11, 1, 2, 0, 1401, 1
1, 3225.0, 14.0, 1, 1, 1, 0.0, 0, 1, 2, 0, 2, 160, 2, 0
0, 25.0, 1233.0, 2, 13, 8, 35.0, 1, 1, 6, 0, 2, 400, 459, 1
1, 5183.0, 204.0, 1, 1, 1, 15.0, 0, 0, 0, 0, 2, 120, 2, 0
0, 1808.0, 375.0, 3, 13, 1, 10.0, 0, 0, 0, 1, 1, 300, 1, 1
1, 175.0, 22.0, 3, 1, 7, 0.0, 0, 0, 0, 1, 3, 450, 100001, 1
1, 4767.0, 25.0, 2, 7, 5, 25.0, 1, 1, 12, 1, 2, 410, 2511, 1
1, 2917.0, 35.0, 2, 9, 4, 35.0, 1, 1, 3, 1, 2, 329, 1, 0
1, 2667.0, 425.0, 2, 13, 4, 429.0, 1, 1, 1, 1, 2, 120, 1, 1
0, 1792.0, 54.0, 2, 8, 4, 175.0, 0, 1, 1, 1, 2, 80, 6, 0
0, 2767.0, 204.0, 2, 9, 4, 25.0, 0, 0, 0, 1, 2, 180, 51, 0
1, 1858.0, 1029.0, 2, 1, 1, 415.0, 0, 0, 0, 0, 2, 80, 1, 0
1, 2675.0, 2.0, 2, 2, 4, 75.0, 0, 0, 0, 1, 2, 80, 1, 0
1, 2633.0, 13.0, 2, 10, 2, 0.0, 0, 0, 0, 1, 2, 140, 1111, 0
1, 5433.0, 675.0, 2, 8, 8, 2625.0, 1, 1, 11, 1, 2, 0, 285, 1
1, 20.0, 0.0, 2, 2, 4, 5.0, 0, 0, 0, 0, 2, 144, 1, 0
0, 2492.0, 125.0, 2, 1, 1, 0.0, 1, 0, 0, 0, 2, 80, 1, 0
0, 2575.0, 5.0, 2, 8, 8, 875.0, 1, 0, 0, 1, 2, 491, 1, 1
1, 3525.0, 165.0, 1, 8, 4, 4.0, 1, 0, 0, 0, 2, 80, 1, 0
