@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
1, 4808.0, 604.0, 2, 4, 4, 4.0, 0, 0, 0, 0, 2, 0, 2691, 1
0, 1892.0, 9.0, 2, 6, 4, 75.0, 1, 1, 2, 0, 2, 88, 592, 1
0, 1917.0, 585.0, 1, 6, 4, 585.0, 1, 0, 0, 1, 2, 160, 1, 0
1, 4158.0, 175.0, 2, 4, 4, 21.0, 1, 0, 0, 0, 2, 160, 1, 0
1, 7483.0, 19.0, 1, 1, 1, 4.0, 0, 1, 2, 0, 2, 0, 352, 0
1, 1617.0, 4.0, 2, 8, 4, 4.0, 0, 0, 0, 0, 2, 0, 1, 1
1, 40.0, 65.0, 2, 6, 5, 35.0, 1, 1, 1, 0, 2, 0, 501, 1
1, 185.0, 2.0, 2, 3, 4, 15.0, 1, 1, 2, 0, 2, 120, 301, 1
1, 42.0, 979.0, 2, 14, 8, 796.0, 1, 1, 8, 0, 2, 0, 1, 1
1, 2517.0, 35.0, 2, 13, 4, 625.0, 1, 1, 7, 0, 2, 0, 7060, 1
1, 4275.0, 4085.0, 2, 6, 4, 4.0, 0, 0, 0, 0, 2, 108, 101, 0
1, 3183.0, 4.0, 1, 7, 4, 4.0, 0, 0, 0, 0, 2, 0, 1, 0
1, 4058.0, 5.0, 2, 8, 4, 5.0, 1, 1, 7, 0, 2, 0, 3066, 1
1, 1517.0, 7.0, 2, 10, 4, 1.0, 0, 0, 0, 0, 2, 600, 1, 0
1, 375.0, 835.0, 2, 10, 4, 4.0, 0, 0, 0, 0, 2, 120, 6, 0
1, 3408.0, 25.0, 2, 8, 4, 1.0, 0, 0, 0, 0, 2, 460, 17, 0
1, 4308.0, 375.0, 1, 8, 4, 375.0, 1, 1, 8, 1, 2, 300, 163, 1
1, 345.0, 404.0, 1, 3, 5, 85.0, 1, 1, 7, 1, 2, 195, 1, 1
