@relation australian
@attribute A1 {0, 1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4 {1, 2, 3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8 {0, 1}
@attribute A9 {0, 1}
@attribute A10 integer[0,67]
@attribute A11 {0, 1}
@attribute A12 {1, 2, 3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class {0,1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14
@output Class
@data
1, 2208.0, 1146.0, 2, 4, 4, 1585.0, 0, 0, 0, 1, 2, 100, 1213, 0
0, 2267.0, 7.0, 2, 8, 4, 165.0, 0, 0, 0, 0, 2, 160, 1, 0
0, 1583.0, 585.0, 2, 8, 8, 15.0, 1, 1, 2, 0, 2, 100, 1, 1
1, 20.0, 125.0, 1, 4, 4, 125.0, 0, 0, 0, 0, 2, 140, 5, 0
0, 2242.0, 5665.0, 2, 11, 4, 2585.0, 1, 1, 7, 0, 2, 129, 3258, 1
1, 3275.0, 15.0, 2, 13, 8, 55.0, 1, 1, 3, 1, 2, 0, 1, 1
0, 3067.0, 12.0, 2, 8, 4, 2.0, 1, 1, 1, 0, 2, 220, 20, 1
1, 2758.0, 325.0, 1, 11, 8, 5085.0, 0, 1, 2, 1, 2, 369, 2, 0
0, 2375.0, 71.0, 2, 9, 4, 25.0, 0, 1, 1, 1, 2, 240, 5, 0
1, 3758.0, 0.0, 2, 8, 4, 0.0, 0, 0, 0, 0, 3, 184, 1, 1
1, 3625.0, 5.0, 2, 8, 5, 25.0, 1, 1, 6, 0, 2, 0, 368, 1
1, 2125.0, 15.0, 2, 9, 4, 15.0, 0, 0, 0, 0, 2, 150, 9, 1
1, 2775.0, 585.0, 1, 13, 4, 25.0, 1, 1, 2, 0, 2, 260, 501, 1
1, 19.0, 0.0, 1, 1, 1, 0.0, 0, 1, 4, 0, 2, 45, 2, 0
1, 4733.0, 65.0, 2, 8, 4, 1.0, 0, 0, 0, 1, 2, 0, 229, 0
1, 22.0, 79.0, 2, 9, 4, 29.0, 0, 1, 1, 0, 2, 420, 284, 0
1, 4517.0, 15.0, 2, 8, 4, 25.0, 1, 0, 0, 1, 2, 140, 1, 0
1, 2267.0, 1585.0, 1, 9, 4, 3085.0, 1, 1, 6, 0, 2, 80, 1, 1
1, 4783.0, 4165.0, 2, 14, 5, 85.0, 0, 0, 0, 1, 2, 520, 1, 0
1, 2308.0, 25.0, 2, 1, 1, 85.0, 0, 0, 0, 1, 2, 100, 4209, 0
0, 1892.0, 925.0, 1, 8, 4, 1.0, 1, 1, 4, 1, 2, 80, 501, 1
1, 4117.0, 125.0, 1, 9, 4, 25.0, 0, 0, 0, 0, 2, 0, 196, 0
1, 3317.0, 104.0, 2, 12, 8, 65.0, 1, 0, 0, 1, 2, 164, 31286, 1
